Age,Attrition,BusinessTravel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,Research & Development,Life Sciences,2014,Male,Research Scientist,Single,4108,No,18,2,7,7,1,7
38,No,Travel_Rarely,Research & Development,Medical,2015,Female,Research Director,Married,13206,No,20,3,18,16,1,11
32,No,Travel_Rarely,Sales,Marketing,2016,Female,Sales Executive,Married,10422,No,14,3,14,10,5,7
37,No,Travel_Rarely,Research & Development,Life Sciences,2017,Female,Research Director,Married,13744,Yes,16,2,16,11,6,8
25,No,Travel_Rarely,Sales,Other,2018,Female,Sales Executive,Divorced,4907,Yes,6,3,5,3,0,4
52,No,Non-Travel,Sales,Life Sciences,2019,Male,Sales Representative,Divorced,3482,No,16,3,9,8,0,0
44,No,Travel_Rarely,Research & Development,Medical,2020,Male,Research Scientist,Single,2436,Yes,6,2,4,3,1,2
21,No,Travel_Rarely,Sales,Medical,2021,Male,Sales Representative,Single,2380,Yes,2,6,2,2,1,2
39,No,Non-Travel,Research & Development,Life Sciences,2022,Male,Manager,Single,19431,No,21,3,6,0,1,3
23,Yes,Travel_Frequently,Sales,Marketing,2023,Male,Sales Representative,Married,1790,No,1,3,1,0,1,0
36,No,Travel_Rarely,Sales,Medical,2024,Female,Sales Executive,Married,7644,No,10,2,9,7,3,4
36,No,Travel_Frequently,Research & Development,Life Sciences,2025,Female,Manufacturing Director,Divorced,5131,No,18,3,4,2,0,2
56,No,Non-Travel,Research & Development,Life Sciences,2026,Male,Healthcare Representative,Divorced,6306,No,13,2,13,12,1,9
29,Yes,Travel_Rarely,Research & Development,Medical,2027,Male,Research Scientist,Married,4787,Yes,4,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,Life Sciences,2031,Male,Manager,Married,18880,No,24,2,22,6,4,14
56,Yes,Travel_Rarely,Research & Development,Technical Degree,2032,Male,Laboratory Technician,Married,2339,No,14,4,10,9,9,8
41,No,Travel_Rarely,Research & Development,Life Sciences,2034,Female,Manufacturing Director,Married,13570,No,21,3,20,7,0,10
34,No,Travel_Rarely,Sales,Marketing,2035,Female,Sales Executive,Married,6712,No,8,2,8,7,1,7
36,No,Non-Travel,Sales,Marketing,2036,Male,Sales Executive,Divorced,5406,No,15,4,15,12,11,11
41,No,Travel_Rarely,Sales,Life Sciences,2037,Male,Sales Executive,Divorced,8938,No,14,5,5,4,0,4
32,No,Travel_Rarely,Research & Development,Technical Degree,2038,Male,Research Scientist,Single,2439,No,4,4,4,2,1,2
35,No,Travel_Rarely,Human Resources,Life Sciences,2040,Female,Human Resources,Single,8837,Yes,9,2,9,0,1,7
38,No,Travel_Rarely,Sales,Life Sciences,2041,Female,Sales Executive,Married,5343,No,10,1,10,7,1,9
50,Yes,Travel_Frequently,Sales,Life Sciences,2044,Male,Sales Executive,Divorced,6728,No,12,3,6,3,0,1
36,No,Travel_Rarely,Sales,Marketing,2045,Female,Sales Executive,Married,6652,No,8,2,6,3,0,0
45,No,Travel_Rarely,Sales,Life Sciences,2046,Female,Sales Executive,Single,4850,No,8,3,5,3,0,1
40,No,Travel_Rarely,Research & Development,Life Sciences,2048,Male,Research Scientist,Single,2809,No,8,2,2,2,2,2
35,No,Travel_Frequently,Research & Development,Life Sciences,2049,Male,Healthcare Representative,Married,5689,Yes,10,2,10,2,0,2
40,No,Travel_Rarely,Research & Development,Medical,2051,Female,Research Scientist,Married,2001,No,20,2,5,3,0,2
35,No,Travel_Rarely,Research & Development,Life Sciences,2052,Female,Research Scientist,Married,2977,No,4,5,4,3,1,1
29,No,Travel_Rarely,Research & Development,Other,2053,Male,Laboratory Technician,Married,4025,Yes,10,2,4,3,0,3
29,No,Travel_Rarely,Research & Development,Medical,2054,Female,Research Scientist,Single,3785,No,5,3,5,4,0,4
50,Yes,Travel_Rarely,Sales,Marketing,2055,Male,Sales Executive,Divorced,10854,Yes,20,3,3,2,2,0
39,No,Travel_Rarely,Sales,Marketing,2056,Female,Sales Executive,Married,12031,No,21,2,20,9,9,6
31,No,Non-Travel,Research & Development,Medical,2057,Male,Manufacturing Director,Single,9936,No,10,2,9,4,1,7
26,No,Travel_Rarely,Sales,Other,2060,Female,Sales Representative,Single,2966,No,5,2,4,2,0,0
36,No,Travel_Frequently,Research & Development,Medical,2061,Male,Laboratory Technician,Married,2571,No,17,3,5,2,0,3
39,No,Travel_Rarely,Research & Development,Medical,2062,Male,Healthcare Representative,Married,9991,No,9,5,7,7,1,7
27,No,Travel_Rarely,Research & Development,Life Sciences,2064,Male,Manufacturing Director,Married,6142,Yes,6,0,6,2,0,3
49,No,Travel_Frequently,Sales,Medical,2065,Male,Sales Executive,Married,5390,No,17,3,9,6,0,8
34,No,Travel_Rarely,Research & Development,Medical,2068,Male,Laboratory Technician,Married,4404,No,6,3,4,3,1,2
